publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	location	title_notes	staff_notes	vendor_id	oclc_collection_name	oclc_collection_id	oclc_entry_id	oclc_linkscheme	oclc_number	ACTION
Sarcoma	1357-714X	1369-1643	1997						http://www.doaj.org/doaj?func=openurl&issn=1357714X&genre=journal&uiLanguage=en		srcm		fulltext		Hindawi Publishing Corporation					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	28160	hindawi	37915580	raw
E-Sharp	1742-4542		2003						http://www.doaj.org/doaj?func=openurl&issn=17424542&genre=journal&uiLanguage=en				fulltext		University of Glasgow					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	27747		61762488	raw
Rangifer	1890-6729		1981						http://www.doaj.org/doaj?func=openurl&issn=18906729&genre=journal&uiLanguage=en				fulltext		Nordic Council for Reindeer Husbandry Research (NOR)					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	1671576		233639727	raw
BRAND : Broad Research in Accounting, Negotiation, and Distribution	2067-8177		2010						http://www.doaj.org/doaj?func=openurl&issn=20678177&genre=journal&uiLanguage=en		brand.edusoft.ro		fulltext		EduSoft Publishing Bacau					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	5631131	ojs	652656363	raw
American Journal of Computational Mathematics	2161-1203	2161-1211	2011						http://www.doaj.org/doaj?func=openurl&issn=21611203&genre=journal&uiLanguage=en				fulltext		Scientific Research Publishing					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	6734528		721925807	raw
Urogynaecologia International Journal	1121-3086	2038-8314	2000						http://www.doaj.org/doaj?func=openurl&issn=11213086&genre=journal&uiLanguage=en		www.urogynaecologia.it/		fulltext		PAGEPress Publications					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	8710461	ojs	769792055	raw
Journal of Hymenoptera Research	1070-9428	1314-2607	2011						http://www.doaj.org/doaj?func=openurl&issn=10709428&genre=journal&uiLanguage=en				fulltext		Pensoft Publishers					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	11891812		731008965	raw
REDU : Revista de Docencia Universitaria	1887-4592		2007						http://www.doaj.org/doaj?func=openurl&issn=18874592&genre=journal&uiLanguage=en				fulltext		Red Estatal de Docencia Universitaria (RED-U)					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	10871755		811633332	raw
Reencuentro	0188-168X		2002						http://www.doaj.org/doaj?func=openurl&issn=0188168X&genre=journal&uiLanguage=en		340		fulltext		Universidad Autónoma Metropolitana - Xochimilco					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	28075	redalyc	502637343	raw
Anthropoetics : the Journal of Generative Anthropology	1083-7264		1995						http://www.doaj.org/doaj?func=openurl&issn=10837264&genre=journal&uiLanguage=en		www.anthropoetics.ucla.edu/		fulltext		University of California, Los Angeles					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	27521	anthropoetics	243564333	raw
Pedagogics, Psychology, Medical-Biological Problems of Physical Training and Sports	1818-9172	1818-9210	2009						http://www.doaj.org/doaj?func=openurl&issn=18189172&genre=journal&uiLanguage=en				fulltext		Kharkov Regional Branch of the National Olympic Committee of Ukraine					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	8859081		780382675	raw
Revista de Administração Contemporânea	1415-6555	1982-7849	1997						http://www.doaj.org/doaj?func=openurl&issn=14156555&genre=journal&uiLanguage=en				fulltext		ANPAD - Associação Nacional dos Programas de Pós-graduação em Administração					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	1985640		236209781	raw
Ion Exchange Letters	1803-4039		2008						http://www.doaj.org/doaj?func=openurl&issn=18034039&genre=journal&uiLanguage=en				fulltext		Department of  Power Engineering, Institute of Chemical Technology					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	2727934		469814736	raw
Ambiente and Sociedade	1414-753X		1999						http://www.doaj.org/doaj?func=openurl&issn=1414753X&genre=journal&uiLanguage=en		1414-753X		fulltext		ANPPAS - UNICAMP					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	27500	scielo	896135298	raw
Journal of Generalized Lie Theory and Applications	1736-5279	1736-4337	2007						http://www.doaj.org/doaj?func=openurl&issn=17365279&genre=journal&uiLanguage=en				fulltext		Ashdin Publishing					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	3231364		240227078	raw
Studii de Gramatica Contrastiva	1584-143X		2009						http://www.doaj.org/doaj?func=openurl&issn=1584143X&genre=journal&uiLanguage=en				fulltext		University of Pitesti					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	5380637		695367825	raw
Social Geography Discussions	1816-1499	1816-1502	2005						http://www.doaj.org/doaj?func=openurl&issn=18161499&genre=journal&uiLanguage=en		www.soc-geogr-discuss.net		fulltext		Copernicus Publications					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	3246714	egu	70263380	raw
Annales Societatis Geologorum Poloniae	0208-9068		1923						http://www.doaj.org/doaj?func=openurl&issn=02089068&genre=journal&uiLanguage=en				fulltext		Geological Society of Poland					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	1581078		225862533	raw
Journal of Environmental Protection	2152-2197	2152-2219	2010						http://www.doaj.org/doaj?func=openurl&issn=21522197&genre=journal&uiLanguage=en				fulltext		Scientific Research Publishing					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	6734580		746949076	raw
Revue d'Études Benthamiennes	1760-7507		2006						http://www.doaj.org/doaj?func=openurl&issn=17607507&genre=journal&uiLanguage=en		etudes-benthamiennes		fulltext		Centre Bentham					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	10843213	revues	695296104	raw
Forests	1999-4907		2010						http://www.doaj.org/doaj?func=openurl&issn=19994907&genre=journal&uiLanguage=en		forests		fulltext		MDPI AG					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	4868381	mdpi	641194289	raw
Journal of Family and Community Medicine	1319-1683	2229-340X	2010						http://www.doaj.org/doaj?func=openurl&issn=13191683&genre=journal&uiLanguage=en				fulltext		Medknow Publications					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	5380606		693945661	raw
International Journal of Education Policy and Leadership	1555-5062		2006						http://www.doaj.org/doaj?func=openurl&issn=15555062&genre=journal&uiLanguage=en				fulltext		Association for Supervision and Curriculum Development, Simon Fraser University, George Mason University					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	634823		58836436	raw
Journal of Mathematical Analysis	2217-3412		2010						http://www.doaj.org/doaj?func=openurl&issn=22173412&genre=journal&uiLanguage=en				fulltext		Ilirias Corporation					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	6734584		780173506	raw
Annals of Tropical Medicine and Public Health	1755-6783	0974-6005	2008						http://www.doaj.org/doaj?func=openurl&issn=17556783&genre=journal&uiLanguage=en		www.atmph.org		fulltext		Medknow Publications					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	5380573	medknow	317070682	raw
Microbiology Research	2036-7473	2036-7481	2010						http://www.doaj.org/doaj?func=openurl&issn=20367473&genre=journal&uiLanguage=en		pagepress.org/journals/index.php/mr		fulltext		PAGEPress Publications					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	5094906	ojs	656196704	raw
Centro Journal	1538-6279		2000						http://www.doaj.org/doaj?func=openurl&issn=15386279&genre=journal&uiLanguage=en		377		fulltext		City University of New York					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	27660	redalyc	51876413	raw
Revista da Faculdade de Letras : Geografia	0871-1666		1985						http://www.doaj.org/doaj?func=openurl&issn=08711666&genre=journal&uiLanguage=en				fulltext		Universidade do Porto					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	13152943		320938412	raw
Iatreia	0121-0793	2011-7965	1988						http://www.doaj.org/doaj?func=openurl&issn=01210793&genre=journal&uiLanguage=en		www.iatreia.udea.edu.co/index.php/iatreia		fulltext		Universidad de Antioquia					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	1942118	ojs	302288325	raw
Journal of Power Institutions in Post-Soviet Societies	1769-7069		2004						http://www.doaj.org/doaj?func=openurl&issn=17697069&genre=journal&uiLanguage=en		pipss		fulltext		Centre d'Etudes et de Recherche sur les Sociétés et les Institutions Post-Soviétiques					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	10843190	revues	56321766	raw
Studies in Social Justice	1911-4788		2007						http://www.doaj.org/doaj?func=openurl&issn=19114788&genre=journal&uiLanguage=en				fulltext		University of Windsor					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	1671581		163130149	raw
Revista Interamericana de Psicología	0034-9690		2000						http://www.doaj.org/doaj?func=openurl&issn=00349690&genre=journal&uiLanguage=en				fulltext		Sociedad Interamericana de Psicología					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	1651439		77079141	raw
Chiropractic and Osteopathy	1746-1340		2005			2010			http://www.doaj.org/doaj?func=openurl&issn=17461340&genre=journal&uiLanguage=en				fulltext		BioMed Central					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	27666		59008508	raw
International Nano Letters	2008-9295	2228-5326	2011						http://www.doaj.org/doaj?func=openurl&issn=20089295&genre=journal&uiLanguage=en				fulltext		Islamic Azad University. Kermansha					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	5631164		762014239	raw
Boletín Latinoamericano y del Caribe de Plantas Medicinales y Aromáticas	0717-7917		2002						http://www.doaj.org/doaj?func=openurl&issn=07177917&genre=journal&uiLanguage=en				fulltext		Sociedad Latinoamericana de Fitoquímica					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	1977506		247569010	raw
Journal of Biophysical Chemistry	2153-036X	2153-0378	2010						http://www.doaj.org/doaj?func=openurl&issn=2153036X&genre=journal&uiLanguage=en				fulltext		Scientific Research Publishing					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	6734576		500887788	raw
International Journal of Computer Science and Engineering Survey	0976-3252	0976-2760	2010						http://www.doaj.org/doaj?func=openurl&issn=09763252&genre=journal&uiLanguage=en				fulltext		Academy & Industry Research Collaboration Center (AIRCC)					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	5631153		762014235	raw
Leukemia Research and Treatment	2090-3219	2090-3227	2011						http://www.doaj.org/doaj?func=openurl&issn=20903219&genre=journal&uiLanguage=en				fulltext		Hindawi Publishing Corporation					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	8859074		773238990	raw
Education Policy Analysis Archives	1068-2341		1993						http://www.doaj.org/doaj?func=openurl&issn=10682341&genre=journal&uiLanguage=en				fulltext		Arizona State University					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	27727		27483741	raw
Revista Brasileira de Ciência Avícola	1516-635X	1806-9061	2000						http://www.doaj.org/doaj?func=openurl&issn=1516635X&genre=journal&uiLanguage=en		1516-635X		fulltext		Fundação APINCO de Ciência e Tecnologia Avícolas					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	28089	scielo	53914484	raw
Asclepio : Revista de Historia de la Medicina y de la Ciencia	0210-4466	1988-3102	1995						http://www.doaj.org/doaj?func=openurl&issn=02104466&genre=journal&uiLanguage=en		asclepio.revistas.csic.es/index.php/asclepio		fulltext		Consejo Superior de Investigaciones Cientificas					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	6035732	ojs		raw
Japanese Clinical Medicine	1179-6707		2010						http://www.doaj.org/doaj?func=openurl&issn=11796707&genre=journal&uiLanguage=en		172		fulltext		Libertas Academica					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	5820789	libertas	727660003	raw
Pakistan Journal of Biological Sciences	1028-8880	1812-5735	1998						http://www.doaj.org/doaj?func=openurl&issn=10288880&genre=journal&uiLanguage=en				fulltext		Asian Network for Scientific Information					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	28022		232116552	raw
Case Reports in Oncological Medicine	2090-6706	2090-6714	2011						http://www.doaj.org/doaj?func=openurl&issn=20906706&genre=journal&uiLanguage=en				fulltext		Hindawi Publishing Corporation					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	8710394		775745647	raw
Nordicum-Mediterraneum	1670-6242		2006						http://www.doaj.org/doaj?func=openurl&issn=16706242&genre=journal&uiLanguage=en				fulltext		University of Akureyri					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	28006		65430649	raw
Journal of Molecular Signaling	1750-2187		2006						http://www.doaj.org/doaj?func=openurl&issn=17502187&genre=journal&uiLanguage=en				fulltext		BioMed Central					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	666228		77625580	raw
European Journal of Oncology Pharmacy	1783-3914	2032-7072	2007						http://www.doaj.org/doaj?func=openurl&issn=17833914&genre=journal&uiLanguage=en				fulltext		Pharma Publishing & Media Europe					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	6948128		771873761	raw
Water Alternatives	1965-0175		2008						http://www.doaj.org/doaj?func=openurl&issn=19650175&genre=journal&uiLanguage=en				fulltext		Water Alternatives Association					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	1985641		277752961	raw
Head and Face Medicine	1746-160X		2005						http://www.doaj.org/doaj?func=openurl&issn=1746160X&genre=journal&uiLanguage=en				fulltext		BioMed Central					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	27794		61396483	raw
Neerlandistiek.nl	1567-6633		2001						http://www.doaj.org/doaj?func=openurl&issn=15676633&genre=journal&uiLanguage=en				fulltext		Igitur, Utrecht Publishing and Archiving Services					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	2661091		53807707	raw
